Editor ID;Form ID;Count;Users;Name;Script;Water Type;Model;Size;Quest Object
FXGlowSimpleFillHalf01Imposter02;001711B7;2;0;;Lucky38LightScript;;architecture\Strip\Imposter\FXGlowSimpleFillHalf01Imposter02.NIF;6413;No
TopsHotelLightsWL02;001711B8;1;0;;Lucky38LightScript;;architecture\Strip\NV_TheTops-Hotel_NeonWL02.NIF;2892;No
UltraLuxeWindowGlowsWL02;001711B9;1;0;;Lucky38LightScript;;architecture\Strip\UltraLuxDome_GlowsWL02.NIF;3127;No
TopsHotelLightsWLCloser02;001711BA;8;0;;Lucky38LightScript;;architecture\Strip\NV_TheTops-Hotel_NeonWLCloser02.NIF;3082;No
VFSSilverRushFriskingTrigger;001715B2;1;0;;VFSSilverRushFriskingTriggerSCRIPT;;;139;No
VHDHailToTheChiefTrigger;001715C3;1;0;;VHDHailToTheChiefTriggerSCRIPT;;;261;No
UltraLuxeWindowGlowsWLCloserBackside;00171627;7;0;;Lucky38LightScript;;architecture\Strip\UltraLuxDome_GlowsWL_CloserBackside.NIF;3560;No
UltraLuxeWindowGlowsBackside;00171628;1;0;;Lucky38LightScript;;architecture\Strip\UltraLuxDome_GlowsBackside.NIF;4294;No
Vault22CrewDoorsCloser;001718AD;1;0;Gas Valve;Vault22CrewDoorsCloserSCRIPT;;;143;No
GenericWildWastelandTrigger;001718B9;15;0;Wild Wasteland Trigger;GenericWildWastelandTriggerSCRIPT;;;275;No
VHDLegionHowitzerStartTrigger;00171B7A;1;0;Gas Valve;VHDLegionHowitzerStartScript;;;694;No
VHDLegionHowitzerControlTrigger;00171B7B;1;0;Gas Valve;VHDLegionHowitzerControlScript;;;190;No
FXHooverDamHowitzerArtilleryStrike01;00171B7C;0;1;;FXHooverDamHowitzerArtilleryStrikeScript;;Effects\FXArtilleryStrike01.NIF;0;No
WeatherStationLightTrigger;00171BED;1;0;Weather Station Light Trigger;WeatherStationLightTriggerScript;;;178;No
NVCraftsmanWindowExt;00171CD0;13;0;;WastelandWindowScript;;architecture\Westside\CraftsmanWindowExt.NIF;69;No
NellisPeteStoryActivator;00172090;1;0;Pete Story Deactivator;NellisPeteStoryActivatorSCRIPT;;;271;No
Lucky38Lights02;001726D1;1;0;;;;_LasVegasMeshes\Lucky38\lucky38_NULL.nif;7087;No
TopsLonesomeDrifterTeleportTrigger;001727FF;1;0;;TopsLonesomeDrifterTeleportTriggerSCRIPT;;;2907;No
BruceIsaacTeleportTrigger;00172800;2;0;Gas Valve;BruceIsaacTeleportTriggerSCRIPT;;;96;No
VHDODeckPCBTrigger;00172D11;3;0;;VHDODeckPCBTriggerScript;;;266;No
TopsDrifterRadioSpeaker;00172D1E;1;0;;;;marker_audio.nif;77;No
VRRCPapasDoorClose;00172D21;1;0;Gas Valve;VRRCPapasDoorCloseSCRIPT;;;105;No
TopsBruceRadioSpeaker;00172D27;1;0;;;;marker_audio.nif;77;No
NVMotelWindowExt;00172D2A;14;0;;WastelandWindowScript;;architecture\NoVac\Motel_windowExt.NIF;90;No
NVBungalowWindowExt;00172D2B;2;0;;WastelandWindowScript;;architecture\NoVac\Bungalow_windowExt.NIF;90;No
NVNovacHomeWindowExt;00172D2C;14;0;;WastelandWindowScript;;architecture\NoVac\NoVac_Home_windowExt.NIF;0;No
HVDeathTrackerTrigger;00172DFE;2;0;Gas Valve;HVDeathTrackerScript;;;111;No
GSSaloonExitTrigger;00172FC3;3;0;Prospector Saloon Exit Trigger;GSSaloonExitTriggerScript;;;109;No
TopsRadPackRadioSpeaker;00172FE0;1;0;;;;marker_audio.nif;77;No
GomorrahLightsCourtyard;001730B6;1;0;;Lucky38LightScript;;architecture\Strip\GomorrahLightsCourtyard.NIF;2775;No
TopsHotelLightsCourtyard;001730B7;1;0;;Lucky38LightScript;;architecture\Strip\NV_TheTops-Hotel_NeonCourtyard.NIF;3800;No
SafehouseLegionTimer;001730D5;1;0;;SafehouseLegionTimerScript;;;116;No
BarkScorpionDropTrigger01;001730D6;1;0;;BarkScorpionDropTrigger01Script;;;751;No
SafehouseNCRTimer;001730D7;1;0;;SafehouseNCRTimerScript;;;201;No
SafehouseFollowersTimer;001730D8;1;0;;SafehouseFollowersTimerScript;;;111;No
BarkScorpionDropTrigger02;001730D9;1;0;;BarkScorpionDropTrigger02Script;;;776;No
VStripMonorailWarning1Trigger;00173239;1;0;;VStripMonorailWarning1SCRIPT;;;350;No
VStripMonorailWarning2Trigger;0017323A;1;0;;VStripMonorailWarning2TriggerSCRIPT;;;194;No
Lucky38LightsWL02;00173246;1;0;;;;_LasVegasMeshes\Lucky38\lucky38_NULL.nif;5424;No
Lucky38LightsWLClose02;00173247;9;0;;;;_LasVegasMeshes\Lucky38\lucky38_NULL.nif;0;No
NVNovacHomeWindowExt2;00173253;3;0;;WastelandWindowScript;;architecture\NoVac\NoVac_Home_windowExt2.NIF;122;No
BldgCorner06Windows;001732B4;1;0;;WastelandWindowScript;;architecture\suburban\BldgCorner06_windowsExt.NIF;418;No
NVUltraLuxToiletDrinkPurified;00173360;7;0;Toilet;;d1PurifiedWater0r30h;clutter\bathroom\NV_UltraLuxToilet.NIF;60;No
NVUltraLuxSinkDrinkPurified;00173361;9;0;Sink;;d1PurifiedWater0r30h;clutter\bathroom\NV_UltraLuxSink.NIF;52;No
VVMS21aJoanaRoomCodeHolder;001734F7;1;0;Direct The Show;VMS21JoanaRoomScript;;;111;No
FortCaesarComaTrigger;001735B9;1;0;Caesar Coma Trigger;FortCaesarComaTriggerScript;;;138;No
VHDVeronicaReact;001735C3;6;0;;VHDVeronicaReactSCRIPT;;;170;No
VFSSilverRushRunPastGuardsTrigger;0017371E;2;0;Gas Valve;VFSSilverRushRunPastGuardsScript;;;229;No
VPitInterferenceTrigger;00173EF2;1;0;Stop that player;VPitNoInterferenceTriggerScript;;;1660;No
VERT2PrimmDenEnterTriggerActivator;00173F95;1;0;Start the Show;VERT2PrimmDenEnterTriggerScript;;;505;No
VFSSilverRushCassKillingTrigger;00173FB4;1;0;Gas Valve;VFSSilverRushCassKillingScript;;;177;No
NVStripLightsPollitionDim;0017409E;11;0;;Lucky38LightScript;;architecture\Strip\NVStripLightPollutionDim.NIF;7713;No
NVStripLightsPollitionRoundDim;001740A0;2;0;;Lucky38LightScript;;architecture\Strip\NVStripLightPollutionRoundDim.NIF;9320;No
BarkScorpionDropTrigger04;001740AC;1;0;;BarkScorpionDropTrigger04Script;;;1245;No
BarkScorpionDropTrigger03;001740AD;1;0;;BarkScorpionDropTrigger03Script;;;983;No
EuclidTargetPointer;001740DE;0;1;;EuclidTargetPointerSCRIPT;;effects\fxnullexplosionart.nif;0;No
VERT5AlienCodeHolder;00174365;1;0;Direct the Show;VERT5AlienWWScript;;;117;No
MkIICasinoEnableParent;0017455E;1;0;;MkIIPostUpgradeEnableSCRIPT;;;31;No
UpgradeSecuritronsObject;0017455F;1;0;;Lucky38UpgradeSecuritronsSCRIPT;;;57;No
VFSAtomicWranglerCrierTrigger;001745AF;1;0;Gas Valve;VFSAtomicWranglerCrierScript;;;729;No
VFSMickAndRalphsCrierTrigger;001745B0;2;0;Gas Valve;VFSMickAndRalphsCrierScript;;;603;No
VFSSilverRushCrierTrigger;001745B1;1;0;Gas Valve;VFSSilverRushCrierScript;;;735;No
VCassMojaveAmbianceCodeHolder;001745B9;1;0;Direct the Show;VCassMojaveAmbianceScript;;;78;No
VFSSilverRushWarehouseGasThrowTrigger;0017460C;1;0;Gas Valve;VFSSilverRushWarehouseGasThrowScript;;;110;No
VMQSecuritronMessengerDisableTrigger;0017465B;1;0;;VMQSecuritronMessengerDisableSCRIPT;;;275;No
VFSSilverRushGuardEscapeTrigger;00174920;1;0;Gas Valve;VFSSilverRushGuardEscapeScript;;;443;No
CassLeaveForeverTrigger;0017497E;1;0;Cass Leave Forever Trigger;CassLeaveForeverTriggerScript;;;224;No
NVSilverRushWindowExt;00174D8C;1;0;;WastelandWindowScript;;architecture\Strip\NV_Silverrush01_windows.NIF;990;No
BldgCorner01Windows;00174D8F;4;0;;WastelandWindowScript;;architecture\suburban\bldgcorner01Windows.nif;302;No
NVLiquorStoreWindowExt;00174DAE;3;0;;WastelandWindowScript;;architecture\Westside\NVWestSideLiquorStoreWindows.nif;369;No
NVLiquorStoreWindowExt02;00174DB0;2;0;;WastelandWindowScript;;architecture\Westside\NVWestSideLiquorStoreWindows02.nif;311;No
Lucky38StairLights;00174ECE;1;0;;Lucky38LightScript;;architecture\Strip\Lucky38StairLights.NIF;861;No
McCarranNorthTarmacTrigger;00174F35;4;0;McCarran North Tarmac Trigger;McCarranNorthTarmacTriggerScript;;;272;No
McCarranSouthTarmacTrigger;00174F39;3;0;McCarran South Tarmac Trigger;McCarranSouthTarmacTriggerScript;;;363;No
UltraLuxeDomeGlassGlow;00175099;1;0;;Lucky38LightScript;;architecture\Strip\UltraLuxDomeGlass_Glow.nif;2953;No
TheBigOneSoundActivator;0017509E;1;0;Big One Sound;TheBigOneSoundActivatorSCRIPT;;;1463;No
GomorrahLightsLowerLevel;00175879;2;0;;;;architecture\Strip\GomorrahLightsLowerLevel.nif;2915;No
BldgCorner01Windows02;001759DD;17;0;;WastelandWindowScript;;architecture\suburban\bldgcorner01Windows02.nif;73;No
FreesideLightCone;001759F9;22;0;;FreesideLightsScript;;scol\FreesideLightBeam.NIF;549;No
HVSandStormFastTravelTrigger;00175A55;1;0;Gas Valve;HVSandStormFastTravelScript;;;212;No
NVFreesideSignLargeLightsImposter;00175B94;5;0;;Lucky38LightScript;;architecture\Freeside\NV_FreesideSign-Large_Lights_Imposter.NIF;1210;No
VCompanionWaitVolume;00175D50;3;0;EnterWaitLeaveFollow;VCompanionWaitVolumeSCRIPT;;;1257;No
VLucky38DemoPortCodeHolder;00175D8E;1;0;Start the Show;VLucky38DemoPortScript;;;131;No
VHDLegionOliverForceFieldImpactVolumeNoSound;00175D8F;9;0;;VHDLegionOliverForceFieldImpactVolumeScript;;Effects\ForceFieldFX\ForceFieldRightImpact01.NIF;690;No
VHeliosPasswordTrigger;00175F67;1;0;;VHeliosPasswordTriggerSCRIPT;;;105;No
VVeronicaHelloQuestTrigger;00176268;1;0;;VVeronicaHelloQuestTriggerSCRIPT;;;214;No
ArcadeVertibirdTrigger;00176541;1;0;Arcade Vertibird Trigger;ArcadeVertibirdTriggerScript;;;530;No
ArcadeTestSiteTrigger;00176544;1;0;Arcade Test Site Trigger;ArcadeTestSiteTriggerScript;;;440;No
ArcadeHooverDamTrigger;0017654C;1;0;Arcade Hoover Dam Trigger;ArcadeHooverDamTriggerScript;;;719;No
VHDMooreTeleportTrigger;001768BE;1;0;;VHDMooreTeleportTriggerSCRIPT;;;132;No
VStripStingerTrigger;001768D3;2;0;;VStripStingerTriggerSCRIPT;;;147;No
HVTeleportToRamosTrigger;00176983;1;0;Gas Valve;HVTeleportToRamosScript;;;176;No
HVPlayerLeavingTrigger;00176984;1;0;Gas Valve;HVPlayerLeavingScript;;;46;No
VHDExplosiveGeneratorActivator;00176AB3;4;0;;;;Clutter\ElectricBox\Generator01.NIF;41;No
GeneratorNoSound;00176E46;6;0;;;;Clutter\ElectricBox\Generator01.NIF;41;No
BisonSteveSign;00176ED9;1;0;;Lucky38LightScript;;clutter\SignNV\BSSign.NIF;633;No
TopsCasinoWindowLights;00176EF3;3;0;;Lucky38LightScript;;architecture\Strip\topsWindows.NIF;3249;No
CaesarDialogueTrigger;00176F09;1;0;Caesar Dialogue Trigger;CaesarDialogueTriggerScript;;;325;No
VHDWestDamSniperTeamBattle02Trigger;001771E0;1;0;Gas Valve;VHDWestDamSniperTeamBattle02Script;;;417;No
HVPlayerEscapingTrigger;001774EC;1;0;HV Player Escaping Trigger;HVPlayerEscapingTriggerScript;;;134;No
VHDLegionBattleStartRunningTrigger;00177741;1;0;Gas Valve;VHDLegionBattleStartRunningScript;;;381;No
VULResetGreeterTrigger;001777E1;1;0;;VULResetGreeterTriggerSCRIPT;;;843;No
VULEnablePipBoyFailsafeTrigger;001777E2;1;0;;VULEnablePipBoyFailsafeTriggerSCRIPT;;;1314;No
vaultProtectronPodNoSound;00177B07;4;0;;ProtectronPod01Script;;Clutter\ProtectronPod\ProtectronPod01.NIF;134;No
VBSOscarVelascoTeleportTrigger;00177C0C;1;0;;VBSOscarVelascoTeleportTriggerSCRIPT;;;278;No
REPCONBasementFoundStairsTrigger;001789A1;1;0;Gas Valve;REPCONBasementFoundStairsScript;;;362;No
CrimsonCaravanEntranceTrigger;001790F4;2;0;Crimson Caravan Entrance Trigger;CrimsonCaravanEntranceTriggerScript;;;242;No
BennyIdleTrigger;001791A8;1;0;Gas Valve;BennyIdleTriggerSCRIPT;;;96;No
VHDLegionOliverForceFieldImpactVolume02;0017A299;2;0;;VHDLegionOliverForceFieldImpactVolumeScript;;Effects\ForceFieldFX\ForceFieldRightImpact01.NIF;690;No
DefaultUnlockLinkedOnceTrigger;0017A309;2;0;;DefaultUnlockLinkedOnceTriggerSCRIPT;;;251;No
VSarahBedTriggerVolume;0017A63C;1;0;Off with her clothes;SarahBedClothingScript;;;134;No
VSarahSceneIntroTrigger;0017A63D;1;0;Start the Show;SarahSceneStartTriggerScript;;;352;No
VSarahRoomSexCodeHolder;0017A63E;1;0;Direct the Show;SarahRoomSexScript;;;83;No
vCasinoGomorrahSpeaker02;0017A654;1;0;;;;dungeons\vaultruined\accessories\vloudspeakersr01.nif;35;No
VStripSS00BRandomizerTrigger;0017A817;1;0;Choose a Show;VStripSS0BRandomizerTrigger;;;277;No
TopsPerformerActivator;0017A843;1;0;;TopsPerformerActivatorSCRIPT;;;116;No
StripReputationTRIGGER;0017A849;1;0;;StripReputationSCRIPT;;;792;No
VHDForceFieldRightGlow02;0017AAEA;1;0;;OnLoadPlayForwardSCRIPT;;Effects\ForceFieldFX\ForceFieldRightGlow02.NIF;1003;No
VHDLegionWestDamIntakeTowerDestinationTrigger;0017AF79;1;0;Gas Valve;VHDLegionWestDamIntakeTowerDestinationScript;;;213;No
V22AngelaWilliamsTalkTrigger;0017AF7A;1;0;Gas Valve;V22AngelaWilliamsTalkScript;;;363;No
VFSOrrisThugSleepTrigger;0017AFE8;1;0;Gas Valve;VFSOrrisThugSleepScript;;;137;No
ArcadeGoodbyeTrigger;0017B38A;1;0;ArcadeGoodbyeTrigger;ArcadeGoodbyeTriggerScript;;;291;No
VHDLegionWestDamSendIntakeTowerLegionariesOffTrigger;0017B58B;1;0;Gas Valve;VHDLegionWestDamSendIntakeTowerLegionariesOffScript;;;359;No
VHDLegionPowerPlant01StrategyTrigger;0017B58C;1;0;Gas Valve;VHDLegionPowerPlant01StrategyScript;;;1841;No
HVBunkerToMainUnlockTrigger;0017B5C1;1;0;;HVBunkerToMainUnlockTriggerSCRIPT;;;241;No
VVMS21aJoanaFirstTimeCodeHolder;0017B66A;1;0;Start the Show;VMS21aJoanaFirstMeetScript;;;87;No
VCrimsonCaravanEnterTrigger;0017B791;2;0;;VCrimsonCaravanEnterSCRIPT;;;424;No
HooverDamWestEnableTrigger;0017B792;0;0;Hoover Dam West Enable Trigger;HooverDamWestEnableTriggerSCRIPT;;;484;No
VHDScaffoldingSafetyTrigger02;0017B793;7;0;;VHDScaffoldingSafetyTrigger02SCRIPT;;;708;No
HooverDamEastEnableTrigger;0017B794;0;0;Hoover Dam East Enable Trigger;HooverDamEastEnableTriggerSCRIPT;;;416;No
VHDScaffoldingSafetyTrigger01;0017B795;7;0;;VHDScaffoldingSafetyTrigger01SCRIPT;;;545;No
VMS18CompanionFreezerExitTrigger;0017B796;1;0;;VMS18CompanionFreezerExitSCRIPT;;;227;No
V1ESquatterEnabler;0017B797;1;0;Yeppers;1EWatchControlScript;;;90;No
VLCSafetyTrigger02;0017B798;1;0;;VLCSafetyTrigger02SCRIPT;;;3527;No
VFactionSquadListCodeHolder;0017B799;1;0;Faction Squad List Selection;VFactionSquadListSCRIPT;;;120;No
VLCSafetyTrigger01;0017B79A;2;0;;VLCSafetyTrigger01SCRIPT;;;2221;No
VFactionSquadCodeHolder;0017B79B;25;0;Faction Squad Spawner Box;VFactionSquadCodeHolderScript;;;240;No
VPitPlayerNoLockTrigger;0017B79C;1;0;;VPitPlayerNoLockSafeguardScript;;;197;No
VNorthVegasEnterTrigger;0017B79D;3;0;;VNorthVegasEnterSCRIPT;;;342;No
VDialogueVegasNorthGreaserCodeHolder;0017B79E;1;0;Out With The Greasers;VDialogueVegasNorthGreaserCodeHolderSCRIPT;;;63;No
NVDLC01FountainTrigger;0100130C;1;0;NVDLC01FountainTrigger;NVDLC01FountainTriggerScript;;;764;No
NVDLC01DebugGalaTrigger;01001311;0;0;Debug Gala Trigger;NVDLC01DebugGalaTriggerScript;;;259;No
HoloTestCodeHolder;010029DA;0;0;Direct the Show;NVDLC01HoloBaseCodeHolderSCRIPT;;;119;No
NVDLC01SierraMadreEntryTrigger;01003515;1;0;Sierra Madre Entry Trigger;NVDLC01CasinoKnockoutTriggerScript;;;322;No
NVDLC01TheaterDeanFirstTrigger;01004F08;1;0;Start the Show;NVDLC01TheaterDeanFirstTriggerSCRIPT;;;288;No
NVDLC01ClinicChristinePanel;01005235;0;0;Auto-Doc Control Panel;;;Clutter\Consoles\GenericConsolPanelOnOff04.NIF;61;Yes
NVDLC01ClinicAutoDoc;01005239;6;0;Mark IX Auto-Doc;NVDLC01ClinicAutoDocScript;;NVDLC01\clutter\NVDLC01_AutoDoc\NVDLC01_AutoDoc.NIF;163;No
NVDLC01RadioStartON;01005259;0;0;Radio;NVDLC01RadioSpeakerSCRIPT;;NVDLC01\clutter\ArtDecoRadio\NVDLC01_ArtDecoRadio.NIF;29;No
NVDLC01HologramCodeHolder;0100545C;6;0;Direct the Show;NVDLC01HoloBaseCodeHolderSCRIPT;;;119;No
NVDLC01HireTrigger;01005D13;1;0;Gas Valve;NVDLC01HireScript;;;239;No
NVDLC01FireTrigger;01005D14;1;0;Gas Valve;NVDLC01FireScript;;;285;No
NVDLC01CasinoHoloCodeHolder;0100636C;0;0;Casino Teaching Holograms;NVDLC01HoloCasinoCodeHolderSCRIPT;;;258;No
NVDLC01SuitesSetupVolume;0100661C;1;0;;NVDLC01SuitesSetupSCRIPT;;;56;No
NVDLC01GasValveRepair;0100680E;1;0;Gas Valve;NVDLC01GasValveRepairSCRIPT;;Architecture\Wasteland\WaterTowerPipes01.NIF;199;No
NVDLC01RadioSphereTrigger;01006CA6;6;0;Gas Valve;;;;1703;No
NVDLC01RadioExplosiveTEST;01006E8C;0;0;;NVDLC01RadioSpeakerSCRIPT;;clutter\vintageradio\vintageradio01.nif;30;No
NVDLC01Radio;01006E94;17;1;Radio;NVDLC01RadioSpeakerSCRIPT;;NVDLC01\clutter\ArtDecoRadio\NVDLC01_ArtDecoRadio.NIF;29;No
NVDLC01CollarTestConsole;01006E98;1;0;Collar Test Console;NVDLC01CollarTestConsoleSCRIPT;;Clutter\Consoles\Console01.NIF;80;No
NVDLC01SpeakerINV;01006E9E;24;1;Speaker;NVDLC01RadioSpeakerSCRIPT;;NVDLC01\clutter\Loudspeakers\NVDLC01_LoudSpeakers.NIF;32;No
NVDLC01SpeakerDest;01006E9F;27;1;;NVDLC01RadioSpeakerSCRIPT;;NVDLC01\clutter\Loudspeakers\NVDLC01_LoudSpeakers_Destructable01ANIM.NIF;32;No
NVDLC01VaultHoloTrigger01;01006ED3;1;0;Start the Show;NVDLC01HoloVaultTriggerChallengeSCRIPT;;;163;No
NVDLC01HoloEmitterA;01007401;4;1;Hologram Emitter;NVDLC01HoloEmitterAllScript;;NVDLC01\clutter\HoloEmitter\NVDLC01HoloEmitter.NIF;20;No
NVDLC01HoloEmitterC;01007402;3;1;Hologram Emitter;NVDLC01HoloEmitterAllScript;;NVDLC01\clutter\HoloEmitter\NVDLC01HoloEmitter.NIF;49;No
NVDLC01HoloEmitterB;01007403;3;1;Hologram Emitter;NVDLC01HoloEmitterAllScript;;NVDLC01\clutter\HoloEmitter\NVDLC01HoloEmitter.NIF;49;No
NVDLC01ForceFieldImpactVolume;01008BB4;5;0;;NVDLC01ForceFieldImpactVolumeScript;;Effects\ForceFieldFX\ForceFieldRightImpact01.NIF;690;No
NVDLC01PatrolTrigger;01008FC2;2;0;West Town Patrol Packages;NVDLC01wtPatrolSCRIPT;;;89;No
NVDLC01HologramStopTrigger;0100A53B;10;0;Stop the Show;NVDLC01HoloStopTriggerScript;;;257;No
NVDLC01LobbyCodeHolder;0100A59C;1;0;Lobby Code Holder;NVDLC01LobbyStatesScript;;;244;No
NVDLC01CasinoSwitchCodeBox;0100A59D;0;0;Casino Switch Code Box;;;;223;No
NVDLC01CasinoSwitch01;0100A59E;1;0;Electrical Switch;NVDLC01CasinoSwitchScript;;Clutter\ElectricalSwitch02.NIF;25;No
NVDLC01TrapGasFire;0100A670;1;0;;NVDLC01TrapGasSCRIPT;;Traps\TrapGasFire01.NIF;255;No
NVDLC01TrapTripwire;0100A847;21;1;Tripwire;NVDLC01TrapTripwireSCRIPT;;Traps\Tripwire01.NIF;152;No
NVDLC01VendingArtDeco;0100ABEC;22;0;Vending Machine;CraftingVendingMachineRecipesScript;;NVDLC01\clutter\VendingArtDeco\NVDLC01VendingArtDeco.NIF;83;No
NVDLC01SuitesBarkActivator;0100AD9A;6;0;Christine Intercom Bark Activator;NVDLC01SuitesBarkActivatorSCRIPT;;;208;No
NVDLC01DogGalaTrigger;0100ADC4;1;0;Dog Gala Trigger;NVDLC01DogGalaTriggerScript;;;330;No
NVDLC01VaultCodeHolder;0100AE26;1;0;Direct End Game Show;NVDLC01VaultCodeHolderScript;;;163;No
NVDLC01DeanGalaTrigger;0100AE29;1;0;Dean Gala Trigger;NVDLC01DeanGalaTriggerScript;;;331;No
NVDLC01ChristineGalaTrigger;0100AE2C;1;0;Christine Gala Trigger;NVDLC01ChristineGalaTriggerScript;;;165;No
NVDLC01VistaWestherVolume;0100AE73;0;0;Set Vista Weather;NVDLC01VistaWeatherVolume;;;941;No
NVDLC01VaultTurretCodeHolder;0100BE21;1;0;Turrets Counter;NVDLC01VaultTurretScript;;;90;No
NVDLC01GalaActivator;0100C10B;0;0;Fireworks Control Panel;NVDLC01GalaActivatorScript;;Dungeons\Vault\Accessories\ControlPanelVault01.NIF;68;Yes
NVDLC01VaultMainDoorSealTrigger;0100C14D;1;0;Seal The Vault;NVDLC01VaultMainDoorSealSCRIPT;;;324;No
NVDLC01RouletteTable;0100C4CF;1;0;Roulette Table;NVDLC01RouletteScript;;clutter\casino\RouletteTable01.NIF;129;No
NVDLC01ToxicCloudTrigger;0100C540;46;0;;NVDLC01ToxicCloudTriggerSCRIPT;;;755;No
NVDLC01TrapBearTrap;0100C54E;58;1;Bear Trap;NVDLC01trapBearTrapScript;;Traps\BearTrap01.NIF;59;No
NVDLC01VaultPlayerSafeTrigger;0100C596;2;0;Player Safe Zone;NVDLC01VaultPlayerSafeTriggerScript;;;744;No
NVDLC01VillaTravelTrigger;0100C59C;1;0;Transition to Villa;NVDLC01VillaTravelTriggerScript;;;162;No
NVDLC01StarVanishTrigger;0100C737;2;0;NVDLC01StarVanishTrigger;NVDLC01LobbyStarVanish;;;165;No
NVDLC01SuitesAutoDoc;0100C827;2;0;Mk I Auto-Doc;NVDLC01SuitesAutoDocSCRIPT;;clutter\Autodoc.NIF;104;No
NVDLC01SuitesSurgeryReadyActivator;0100C828;1;0;Christine Surgery Ready Activator;NVDLC01SuitesSurgeryReadySCRIPT;;;127;No
NVDLC01SuitesChristineConvActivator;0100C829;1;0;Christine Intercom Bark Activator;NVDLC01SuitesChristineConvSCRIPT;;;127;No
NVDLC01VaultPlayerBlocksTrigger;0100CDE2;2;0;Player Block Zone;NVDLC01VaultPlayerBlocksTriggerScript;;;279;No
NVDLC01BlackjackTable;0100D95A;1;0;Blackjack Table;NVDLC01BlackjackTableScript;;clutter\casino\CardTable01.NIF;107;No
NVDLC01DogBarkTrigger;0100DFD1;1;0;Dog's Bark Trigger;NVDLC01DogBarkTriggerScript;;;702;No
NVDLC01SpeakerOff;0100E166;11;0;;;;NVDLC01\clutter\Loudspeakers\NVDLC01_LoudSpeakers_OFF.NIF;29;No
NVDLC01ETSGhostDisableTrigger01;0100E16D;2;0;;NVDLC01ETownSGhostDisable01SCRIPT;;;270;No
NVDLC01ETSGhostEnableTrigger01;0100E16E;2;0;;NVDLC01ETownSGhostEnable01SCRIPT;;;156;No
NVDLC01Slot01;0100E1DE;4;0;Slot Machine;NVDLC01SlotMachineScript;;NVDLC01\clutter\casino\NVDLC01_SlotMachine.NIF;39;No
NVDLC01VaultKillTrigger;0100E2AA;1;0;Kill Player;NVDLC01VaultKillTriggerScript;;;1280;No
NVDLC01Gala02Ebox;0100E2CD;1;0;Electric Box;NVDLC01Gala02EboxSCRIPT;;clutter\ebox01.NIF;48;No
NVDLC01HamRadio;0100E424;1;1;Ham Radio;NVDLC01RadioSpeakerSCRIPT;;clutter\hamradio\hamradio.nif;40;No
NVDLC01HamRadioON;0100E426;4;1;Ham Radio;NVDLC01RadioSpeakerSCRIPT;;clutter\hamradio\hamradio.nif;40;No
NVDLC01GodBarkActivator;0100E4E7;1;0;God Basement Bark Activator;NVDLC01GodBarkActivatorSCRIPT;;;212;No
NVDLC01wtCrowdControlN01;0100E545;1;0;WT Crowd Control;NVDLC01wtCrowdControlN01SCRIPT;;;360;No
NVDLC01wtCrowdControlN02;0100E546;1;0;WT Crowd Control;NVDLC01wtCrowdControlN02SCRIPT;;;360;No
NVDLC01TheaterCodeHolder;0100E8A0;1;0;Direct Theater Scene;NVDLC01TheaterCodeHolderScript;;;120;No
NVDLC01TheaterProjector;0100E9F5;1;0;Holotape Projector;NVDLC01TheaterHolotapeProjectorScript;;Clutter\Projector\Projector01.NIF;49;No
NVDLC01Gala02ElevatorTopsideDoor;0100EC92;1;0;Elevator to Switching Station;NVDLC01Gala02ElevatorTopsideDoorSCRIPT;;architecture\urban\hotelroof\hotelelevatordoor02.nif;110;No
NVDLC01Gala02ElevatorDoor;0100EC93;1;0;Elevator;NVDLC01Gala02ElevatorDoorSCRIPT;;architecture\urban\hotelroof\hotelelevatordoor02.nif;110;No
NVDLC01TheaterTapeRecorder;0100ED52;0;0;Holotape Recorder;NVDLC01TheaterHolotapeRecorderScript;;Clutter\Consoles\TapeMachine01.NIF;93;No
NVDLC01KitchenSetupActivator;0100F120;1;0;;NVDLC01KitchenSetupSCRIPT;;;112;No
NVDLC01DeanBarkTrigger;0100F224;1;0;Dean Bark Trigger;NVDLC01DeanBarkTriggerScript;;;352;No
NVDLC01RadioDean;0100F229;0;0;Radio;;;NVDLC01\clutter\ArtDecoRadio\NVDLC01_ArtDecoRadio.NIF;29;No
NVDLC01RestaurantBarkTrigger;0100F37D;0;0;;NVDLC01RestaurantBarkTriggerSCRIPT;;;212;No
NVDLC01StealthTestCodeBox;0100F41F;0;0;Stealth Test Patrol Packages;NVDLC01wtPatrolSCRIPT;;;89;No
NVDLC01RestaurantDogConvTrigger;0100F8FC;0;0;;NVDLC01RestaurantConvTriggerSCRIPT;;;358;No
NVDLC01WTDeanEnterBarkTrigger;0100FE55;1;0;;NVDLC01WTDeanEnterBarkTriggerSCRIPT;;;381;No
NVDLC01VerasPartituresActivator;0100FFD5;1;0;Vera's Partitures;NVDLC01TheaterVeraPartiturActivatorScript;;Effects\ForceFieldFX\ForceFieldRightImpact01.NIF;690;No
NVDLC01ElijahMedicalTrigger;0101009C;3;0;Elijah Medical District Bark Trigger;NVDLC01MedicalTriggerSCRIPT;;;206;No
NVDLC01ElijahResidentialTrigger;0101009F;1;0;Elijah Residential Bark;NVDLC01ElijahResidentialTriggerSCRIPT;;;241;No
